village,district,state,N,P,K,pH,OC,B,Fe,Zn,S,Temperature,Humidity,Rainfall_monthly,cycle,feature_id,district_code,state_code
Chiprel,Narayanpur,Chhattisgarh,175.62,9.23,191.52,5.89,0.47,0.62,1.06,0.62,4.88,27.0,72,130,2024-25,22_637_shc_2024-25.1971,637,22
Chiprel,Narayanpur,Chhattisgarh,23.42,12.31,236.32,6.23,0.41,0.65,2.88,0.28,5.25,27.0,72,130,2024-25,22_637_shc_2024-25.1972,637,22
Chiprel,Narayanpur,Chhattisgarh,137.98,10.52,281.12,6.31,0.43,0.31,4.92,0.16,6.5,27.0,72,130,2024-25,22_637_shc_2024-25.1973,637,22
Chiprel,Narayanpur,Chhattisgarh,263.42,11.54,192.64,6.12,0.53,0.52,1.82,0.42,4.75,27.0,72,130,2024-25,22_637_shc_2024-25.1974,637,22
Chiprel,Narayanpur,Chhattisgarh,175.62,10.0,189.28,6.12,0.51,0.39,5.42,0.44,5.13,27.0,72,130,2024-25,22_637_shc_2024-25.1975,637,22
Chiprel,Narayanpur,Chhattisgarh,175.62,13.34,218.12,6.51,0.43,0.48,2.65,0.26,4.75,27.0,72,130,2024-25,22_637_shc_2024-25.1981,637,22
Chiprel,Narayanpur,Chhattisgarh,238.34,13.08,134.4,5.89,0.39,35.0,1.86,1.26,5.75,27.0,72,130,2024-25,22_637_shc_2024-25.1982,637,22
Chiprel,Narayanpur,Chhattisgarh,288.51,8.72,218.4,6.2,0.59,0.63,6.51,0.61,8.13,27.0,72,130,2024-25,22_637_shc_2024-25.1983,637,22
Chiprel,Narayanpur,Chhattisgarh,275.397,13.34,237.44,6.0,0.49,0.39,3.61,0.57,3.5,27.0,72,130,2024-25,22_637_shc_2024-25.2106,637,22
Chiprel,Narayanpur,Chhattisgarh,213.25,12.82,144.48,6.26,0.45,0.69,2.04,0.59,4.75,27.0,72,130,2024-25,22_637_shc_2024-25.2108,637,22
Chiprel,Narayanpur,Chhattisgarh,225.79,15.13,181.44,6.23,0.43,0.62,3.13,0.33,5.25,27.0,72,130,2024-25,22_637_shc_2024-25.2110,637,22
Chiprel,Narayanpur,Chhattisgarh,200.7,7.95,188.16,5.69,0.49,0.31,3.77,0.35,5.25,27.0,72,130,2024-25,22_637_shc_2024-25.2111,637,22
Chiprel,Narayanpur,Chhattisgarh,238.34,9.75,147.84,6.19,0.51,0.56,2.95,0.33,5.75,27.0,72,130,2024-25,22_637_shc_2024-25.2127,637,22
Chiprel,Narayanpur,Chhattisgarh,175.62,6.41,238.56,6.06,0.55,0.35,2.66,0.29,5.63,27.0,72,130,2024-25,22_637_shc_2024-25.2131,637,22
Chiprel,Narayanpur,Chhattisgarh,225.79,14.36,240.8,5.99,0.51,0.36,4.37,0.38,5.13,27.0,72,130,2024-25,22_637_shc_2024-25.2132,637,22
Chiprel,Narayanpur,Chhattisgarh,213.25,5.9,259.57,5.17,0.2,0.41,1.23,0.01,4.38,27.0,72,130,2024-25,22_637_shc_2024-25.2133,637,22
Chiprel,Narayanpur,Chhattisgarh,200.7,9.75,157.92,6.28,0.49,0.38,0.18,0.38,4.88,27.0,72,130,2024-25,22_637_shc_2024-25.2134,637,22
Chiprel,Narayanpur,Chhattisgarh,200.7,8.21,229.6,,0.49,0.45,2.54,0.19,5.88,27.0,72,130,2024-25,22_637_shc_2024-25.2135,637,22
Chiprel,Narayanpur,Chhattisgarh,137.98,10.52,281.12,6.31,0.43,0.31,4.92,0.16,6.5,27.0,72,130,2024-25,22_637_shc_2024-25.2136,637,22
Chiprel,Narayanpur,Chhattisgarh,225.79,10.52,181.44,6.01,0.49,0.42,3.36,0.6,4.88,27.0,72,130,2024-25,22_637_shc_2024-25.2139,637,22
Chiprel,Narayanpur,Chhattisgarh,301.06,10.77,153.44,0.02,0.49,0.58,4.25,0.44,4.0,27.0,72,130,2024-25,22_637_shc_2024-25.2141,637,22
Chiprel,Narayanpur,Chhattisgarh,238.34,8.98,226.24,5.98,0.49,0.52,2.36,0.18,3.88,27.0,72,130,2024-25,22_637_shc_2024-25.2152,637,22
Chiprel,Narayanpur,Chhattisgarh,213.25,12.82,144.48,6.26,0.45,0.69,2.04,0.59,4.75,27.0,72,130,2024-25,22_637_shc_2024-25.2153,637,22
Chiprel,Narayanpur,Chhattisgarh,188.19,9.23,212.8,5.76,0.39,0.39,6.18,0.37,5.57,27.0,72,130,2024-25,22_637_shc_2024-25.2154,637,22
Chiprel,Narayanpur,Chhattisgarh,225.79,7.18,144.48,5.98,0.59,0.34,3.75,0.54,0.563,27.0,72,130,2024-25,22_637_shc_2024-25.2155,637,22
Chiprel,Narayanpur,Chhattisgarh,175.62,10.0,159.4,6.22,0.51,0.31,1.38,0.2,5.75,27.0,72,130,2024-25,22_637_shc_2024-25.2156,637,22
Chiprel,Narayanpur,Chhattisgarh,163.07,13.34,180.32,6.11,0.51,0.29,5.77,0.29,5.13,27.0,72,130,2024-25,22_637_shc_2024-25.2157,637,22
Chiprel,Narayanpur,Chhattisgarh,225.79,13.34,147.84,0.24,0.59,0.61,6.27,0.35,4.88,27.0,72,130,2024-25,22_637_shc_2024-25.2158,637,22
Chiprel,Narayanpur,Chhattisgarh,263.42,10.52,138.88,5.6,0.35,0.47,2.34,0.75,6.0,27.0,72,130,2024-25,22_637_shc_2024-25.2169,637,22
Chiprel,Narayanpur,Chhattisgarh,213.25,10.52,269.92,6.11,0.41,0.31,4.8,0.43,6.38,27.0,72,130,2024-25,22_637_shc_2024-25.2175,637,22
Chiprel,Narayanpur,Chhattisgarh,213.25,16.67,161.28,5.99,0.49,0.54,0.88,0.66,4.53,27.0,72,130,2024-25,22_637_shc_2024-25.2176,637,22
Chiprel,Narayanpur,Chhattisgarh,213.25,0.5,138.88,6.09,0.43,0.38,1.51,0.67,5.38,27.0,72,130,2024-25,22_637_shc_2024-25.2177,637,22
Chiprel,Narayanpur,Chhattisgarh,238.34,6.92,181.44,5.98,0.41,0.4,6.44,0.66,5.25,27.0,72,130,2024-25,22_637_shc_2024-25.2178,637,22
Chiprel,Narayanpur,Chhattisgarh,188.16,8.46,204.96,5.51,0.43,0.48,3.78,0.34,0.438,27.0,72,130,2024-25,22_637_shc_2024-25.2179,637,22
Chiprel,Narayanpur,Chhattisgarh,263.42,14.88,273.28,6.22,0.41,0.43,1.76,0.28,5.13,27.0,72,130,2024-25,22_637_shc_2024-25.2184,637,22
Chiprel,Narayanpur,Chhattisgarh,137.98,16.67,215.04,6.29,0.49,0.39,5.71,0.22,1.38,27.0,72,130,2024-25,22_637_shc_2024-25.2197,637,22
Orchha,Narayanpur,Chhattisgarh,301.05,16.67,249.76,6.01,0.51,0.36,4.85,0.54,12.06,27.0,72,130,2024-25,22_637_shc_2024-25.579,637,22
Orchha,Narayanpur,Chhattisgarh,288.51,15.132,238.56,5.65,0.52,0.36,4.12,0.54,10.7,27.0,72,130,2024-25,22_637_shc_2024-25.580,637,22
Orchha,Narayanpur,Chhattisgarh,326.14,15.64,237.44,5.78,0.52,0.25,4.023,0.645,10.7,27.0,72,130,2024-25,22_637_shc_2024-25.581,637,22
Orchha,Narayanpur,Chhattisgarh,213.25,11.54,229.8,5.78,0.49,0.41,4.56,0.23,11.232,27.0,72,130,2024-25,22_637_shc_2024-25.610,637,22
Orchha,Narayanpur,Chhattisgarh,213.34,5.9,227.36,5.98,0.52,0.41,5.46,0.41,14.23,27.0,72,130,2024-25,22_637_shc_2024-25.611,637,22
Orchha,Narayanpur,Chhattisgarh,312.52,15.65,235.65,5.98,0.52,0.41,4.65,0.65,11.232,27.0,72,130,2024-25,22_637_shc_2024-25.612,637,22
Orchha,Narayanpur,Chhattisgarh,163.07,10.52,218.4,5.94,0.49,0.41,5.33,0.11,11.3,27.0,72,130,2024-25,22_637_shc_2024-25.613,637,22
Orchha,Narayanpur,Chhattisgarh,213.25,19.16,216.16,6.16,0.53,0.45,1.39,0.17,9.32,27.0,72,130,2024-25,22_637_shc_2024-25.955,637,22
Orchha,Narayanpur,Chhattisgarh,213.25,15.9,211.68,6.21,0.45,0.32,5.78,0.34,11.3,27.0,72,130,2024-25,22_637_shc_2024-25.959,637,22
Orchha,Narayanpur,Chhattisgarh,338.68,15.38,249.76,6.02,0.54,0.25,6.25,0.47,42.06,27.0,72,130,2024-25,22_637_shc_2024-25.962,637,22
Orchha,Narayanpur,Chhattisgarh,188.16,15.93,200.48,5.64,0.48,0.44,4.26,0.37,9.65,27.0,72,130,2024-25,22_637_shc_2024-25.963,637,22
Orchha,Narayanpur,Chhattisgarh,188.16,8.21,210.56,5.62,0.55,0.36,1.15,0.21,5.55,27.0,72,130,2024-25,22_637_shc_2024-25.964,637,22
Orchha,Narayanpur,Chhattisgarh,288.51,15.13,238.56,5.69,0.52,0.41,7.65,0.52,11.81,27.0,72,130,2024-25,22_637_shc_2024-25.970,637,22
Orchha,Narayanpur,Chhattisgarh,326.14,15.61,237.44,5.65,0.51,0.36,4.23,0.65,11.81,27.0,72,130,2024-25,22_637_shc_2024-25.971,637,22
Orchha,Narayanpur,Chhattisgarh,326.14,15.64,237.44,5.68,0.55,0.52,5.64,0.41,11.81,27.0,72,130,2024-25,22_637_shc_2024-25.972,637,22
Orchha,Narayanpur,Chhattisgarh,215.66,15.64,237.44,6.01,0.49,0.52,4.56,0.65,12.06,27.0,72,130,2024-25,22_637_shc_2024-25.973,637,22
Orchha,Narayanpur,Chhattisgarh,175.62,10.77,178.08,5.09,0.51,0.45,1.07,0.45,11.6,27.0,72,130,2024-25,22_637_shc_2024-25.978,637,22
Orchha,Narayanpur,Chhattisgarh,301.05,15.13,237.44,6.1,0.52,0.36,4.23,0.87,10.94,27.0,72,130,2024-25,22_637_shc_2024-25.979,637,22
Orchha,Narayanpur,Chhattisgarh,325.56,15.23,325.254,6.12,0.49,0.45,4.98,0.65,11.45,27.0,72,130,2024-25,22_637_shc_2024-25.1005,637,22
Orchha,Narayanpur,Chhattisgarh,188.16,16.41,221.76,6.16,0.48,0.36,6.28,0.61,8.55,27.0,72,130,2024-25,22_637_shc_2024-25.1024,637,22
Orchha,Narayanpur,Chhattisgarh,338.68,15.64,238.56,5.98,0.51,0.41,4.56,0.32,11.81,27.0,72,130,2024-25,22_637_shc_2024-25.1043,637,22
Orchha,Narayanpur,Chhattisgarh,188.16,6.41,174.72,6.21,0.57,0.25,5.43,0.63,10.4,27.0,72,130,2024-25,22_637_shc_2024-25.1055,637,22
Orchha,Narayanpur,Chhattisgarh,200.7,14.36,247.52,6.19,0.53,0.32,1.89,0.45,10.6,27.0,72,130,2024-25,22_637_shc_2024-25.1056,637,22
Orchha,Narayanpur,Chhattisgarh,326.14,15.64,238.56,6.1,0.52,0.52,4.25,0.32,12.06,27.0,72,130,2024-25,22_637_shc_2024-25.1059,637,22
Orchha,Narayanpur,Chhattisgarh,237.58,15.65,235.65,6.11,0.52,0.45,4.68,0.36,12.23,27.0,72,130,2024-25,22_637_shc_2024-25.1108,637,22
Orchha,Narayanpur,Chhattisgarh,225.79,12.05,140.8,6.19,0.54,0.45,4.98,0.45,11.45,27.0,72,130,2024-25,22_637_shc_2024-25.1134,637,22
Orchha,Narayanpur,Chhattisgarh,237.98,8.56,220.64,5.71,0.52,0.45,5.45,0.65,11.45,27.0,72,130,2024-25,22_637_shc_2024-25.1135,637,22
Orchha,Narayanpur,Chhattisgarh,188.16,10.0,262.08,6.21,0.54,0.41,5.65,0.41,12.232,27.0,72,130,2024-25,22_637_shc_2024-25.1136,637,22
Orchha,Narayanpur,Chhattisgarh,213.35,11.51,218.4,5.65,0.52,0.41,4.98,0.35,11.54,27.0,72,130,2024-25,22_637_shc_2024-25.1137,637,22
Orchha,Narayanpur,Chhattisgarh,283.36,16.67,241.92,5.98,0.52,0.45,4.98,0.65,12.32,27.0,72,130,2024-25,22_637_shc_2024-25.1138,637,22
Orchha,Narayanpur,Chhattisgarh,350.53,16.31,258.72,6.1,0.62,0.38,5.63,0.22,12.5,27.0,72,130,2024-25,22_637_shc_2024-25.1139,637,22
Orchha,Narayanpur,Chhattisgarh,200.7,12.31,234.08,5.63,0.54,0.45,4.65,0.32,11.45,27.0,72,130,2024-25,22_637_shc_2024-25.1142,637,22
Orchha,Narayanpur,Chhattisgarh,225.79,13.54,256.487,5.78,0.53,0.41,5.45,0.65,12.14,27.0,72,130,2024-25,22_637_shc_2024-25.1143,637,22
Orchha,Narayanpur,Chhattisgarh,137.98,11.54,221.76,5.16,0.54,0.41,5.65,0.25,12.32,27.0,72,130,2024-25,22_637_shc_2024-25.1144,637,22
Orchha,Narayanpur,Chhattisgarh,200.7,15.67,227.36,5.96,0.49,0.32,1.16,0.13,11.5,27.0,72,130,2024-25,22_637_shc_2024-25.1146,637,22
Orchha,Narayanpur,Chhattisgarh,163.07,13.34,271.04,5.87,0.45,0.25,4.91,0.37,0.675,27.0,72,130,2024-25,22_637_shc_2024-25.1147,637,22
Orchha,Narayanpur,Chhattisgarh,150.53,7.18,240.8,6.23,0.41,0.34,3.28,0.65,12.6,27.0,72,130,2024-25,22_637_shc_2024-25.1148,637,22
Orchha,Narayanpur,Chhattisgarh,254.01,15.26,256.23,5.65,0.52,0.45,5.12,0.41,14.23,27.0,72,130,2024-25,22_637_shc_2024-25.1151,637,22
Orchha,Narayanpur,Chhattisgarh,298.65,14.87,365.35,6.23,0.52,0.45,4.658,0.65,10.23,27.0,72,130,2024-25,22_637_shc_2024-25.1153,637,22
Orchha,Narayanpur,Chhattisgarh,298.54,15.65,235.98,6.12,0.52,0.45,4.65,0.65,14.25,27.0,72,130,2024-25,22_637_shc_2024-25.1154,637,22
Orchha,Narayanpur,Chhattisgarh,175.62,13.34,238.56,6.23,0.49,0.35,2.84,0.15,12.0,27.0,72,130,2024-25,22_637_shc_2024-25.1155,637,22
Orchha,Narayanpur,Chhattisgarh,150.53,8.98,184.8,6.01,0.51,0.44,3.46,0.43,14.0,27.0,72,130,2024-25,22_637_shc_2024-25.1156,637,22
Orchha,Narayanpur,Chhattisgarh,137.98,5.9,271.04,6.14,0.47,0.46,1.89,0.52,11.2,27.0,72,130,2024-25,22_637_shc_2024-25.1157,637,22
Orchha,Narayanpur,Chhattisgarh,213.25,10.0,262.08,6.16,0.54,0.41,5.65,0.54,8.65,27.0,72,130,2024-25,22_637_shc_2024-25.1159,637,22
Orchha,Narayanpur,Chhattisgarh,297.23,15.26,256.32,5.65,0.52,0.41,5.42,0.65,14.23,27.0,72,130,2024-25,22_637_shc_2024-25.1160,637,22
Orchha,Narayanpur,Chhattisgarh,238.34,9.49,241.92,5.95,0.49,0.48,4.65,0.65,14.56,27.0,72,130,2024-25,22_637_shc_2024-25.1161,637,22
Orchha,Narayanpur,Chhattisgarh,287.32,15.69,241.32,5.98,0.49,0.45,4.95,0.65,11.23,27.0,72,130,2024-25,22_637_shc_2024-25.1162,637,22
Orchha,Narayanpur,Chhattisgarh,287.25,14.65,263.23,5.98,0.52,0.45,5.56,0.65,14.25,27.0,72,130,2024-25,22_637_shc_2024-25.1163,637,22
Orchha,Narayanpur,Chhattisgarh,354.23,14.56,235.65,5.98,0.52,0.45,4.98,0.586,14.25,27.0,72,130,2024-25,22_637_shc_2024-25.1164,637,22
Orchha,Narayanpur,Chhattisgarh,351.23,15.65,325.65,6.32,0.52,0.45,5.65,0.65,12.47,27.0,72,130,2024-25,22_637_shc_2024-25.1165,637,22
Orchha,Narayanpur,Chhattisgarh,125.44,8.72,216.16,5.44,0.51,0.45,1.55,0.27,13.5,27.0,72,130,2024-25,22_637_shc_2024-25.1167,637,22
Orchha,Narayanpur,Chhattisgarh,237.45,11.54,221.76,6.07,0.54,0.41,4.65,0.35,11.23,27.0,72,130,2024-25,22_637_shc_2024-25.1168,637,22
Orchha,Narayanpur,Chhattisgarh,200.7,10.0,163.52,6.25,0.2,0.23,1.49,0.29,12.5,27.0,72,130,2024-25,22_637_shc_2024-25.1169,637,22
Orchha,Narayanpur,Chhattisgarh,188.16,6.41,258.72,6.29,0.43,0.48,1.96,0.29,9.45,27.0,72,130,2024-25,22_637_shc_2024-25.1170,637,22
Orchha,Narayanpur,Chhattisgarh,137.98,6.41,227.36,6.31,0.49,0.44,6.92,0.34,13.5,27.0,72,130,2024-25,22_637_shc_2024-25.1172,637,22
Bhakurra,Raigarh,Chhattisgarh,288.512,22.668800000000005,143.472,5.8,0.450777202072539,16.0,16.31,0.35,7.500000000000001,27.0,72,130,2025-26,22_386_shc_2025-26.372,386,22
Bhakurra,Raigarh,Chhattisgarh,238.33599999999998,5.107200000000001,187.04000000000002,5.6,0.326424870466321,16.0,11.16,1.16,8.75,27.0,72,130,2025-26,22_386_shc_2025-26.374,386,22
Bhakurra,Raigarh,Chhattisgarh,213.248,6.272,156.80000000000004,5.7,0.494845360824742,13.0,30.93,0.93,7.500000000000001,27.0,72,130,2025-26,22_386_shc_2025-26.2781,386,22
Bhakurra,Raigarh,Chhattisgarh,326.144,6.4512,200.47999999999996,5.6,0.587628865979381,13.0,34.32,1.94,7.500000000000001,27.0,72,130,2025-26,22_386_shc_2025-26.2783,386,22
Bhakurra,Raigarh,Chhattisgarh,263.424,6.3616,212.79999999999998,6.0,0.494845360824742,12.0,50.4,0.78,13.750000000000002,27.0,72,130,2025-26,22_386_shc_2025-26.2798,386,22
Bhakurra,Raigarh,Chhattisgarh,288.512,6.8096,164.64000000000001,5.8,0.618556701030927,11.0,61.16,1.16,10.0,27.0,72,130,2025-26,22_386_shc_2025-26.2806,386,22
Charratangar,Raigarh,Chhattisgarh,326.144,5.644800000000002,143.35999999999996,7.8,0.528497409326424,16.0,16.34,0.61,10.0,27.0,72,130,2025-26,22_386_shc_2025-26.110,386,22
Charratangar,Raigarh,Chhattisgarh,263.424,8.601600000000001,124.31999999999996,5.4,0.466321243523316,15.0,18.61,0.64,13.750000000000002,27.0,72,130,2025-26,22_386_shc_2025-26.3442,386,22
Charratangar,Raigarh,Chhattisgarh,275.968,11.289600000000002,144.47999999999996,6.5,0.60621761658031,18.0,49.42,0.11,8.75,27.0,72,130,2025-26,22_386_shc_2025-26.3475,386,22
Charratangar,Raigarh,Chhattisgarh,288.512,12.633600000000001,134.39999999999998,6.5,0.450777202072539,19.0,31.11,0.12,7.500000000000001,27.0,72,130,2025-26,22_386_shc_2025-26.3477,386,22
Charratangar,Raigarh,Chhattisgarh,301.056,10.035200000000001,131.03999999999996,6.3,0.575129533678756,17.0,31.04,0.24,11.249999999999998,27.0,72,130,2025-26,22_386_shc_2025-26.3483,386,22
Charratangar,Raigarh,Chhattisgarh,288.512,7.436800000000002,133.27999999999994,7.4,0.60621761658031,11.0,49.61,0.12,8.75,27.0,72,130,2025-26,22_386_shc_2025-26.3489,386,22
Garh Umariya,Raigarh,Chhattisgarh,250.88,7.9744,120.96,7.3,0.593749999999999,12.0,17.18,0.11,13.750000000000002,27.0,72,130,2025-26,22_386_shc_2025-26.1859,386,22
Garh Umariya,Raigarh,Chhattisgarh,250.88,4.838400000000001,160.16,6.0,0.453124999999999,13.0,49.42,0.11,5.0,27.0,72,130,2025-26,22_386_shc_2025-26.1860,386,22
Garh Umariya,Raigarh,Chhattisgarh,313.6,6.4512,133.28,6.5,0.625,10.0,16.41,0.35,3.75,27.0,72,130,2025-26,22_386_shc_2025-26.1930,386,22
Garh Umariya,Raigarh,Chhattisgarh,301.056,7.526400000000001,156.79999999999998,6.4,0.578124999999999,13.0,68.04,0.11,8.75,27.0,72,130,2025-26,22_386_shc_2025-26.1931,386,22
Garh Umariya,Raigarh,Chhattisgarh,263.424,8.064,161.28,7.1,0.484374999999999,12.0,31.11,0.12,7.500000000000001,27.0,72,130,2025-26,22_386_shc_2025-26.1934,386,22
Garh Umariya,Raigarh,Chhattisgarh,288.512,8.780800000000001,141.12,6.8,0.609374999999999,9.0,15.34,0.11,5.0,27.0,72,130,2025-26,22_386_shc_2025-26.1935,386,22
Gharghodi,Raigarh,Chhattisgarh,326.144,7.168000000000001,166.88,5.4,0.687499999999999,15.0,11.63,0.85,12.499999999999998,27.0,72,130,2025-26,22_386_shc_2025-26.3563,386,22
Gharghodi,Raigarh,Chhattisgarh,250.88,11.3792,176.96,6.8,0.703125,16.0,41.71,1.7,10.0,27.0,72,130,2025-26,22_386_shc_2025-26.4256,386,22
Gharghodi,Raigarh,Chhattisgarh,301.056,9.587200000000001,189.27999999999997,5.7,0.671874999999999,12.0,12.8,0.42,15.000000000000002,27.0,72,130,2025-26,22_386_shc_2025-26.4257,386,22
Gharghodi,Raigarh,Chhattisgarh,263.424,10.304,174.72,5.2,0.703125,13.0,12.5,3.4,2.499999999999999,27.0,72,130,2025-26,22_386_shc_2025-26.4258,386,22
Godhi Khurd,Raigarh,Chhattisgarh,225.792,18.690560000000005,212.79999999999998,6.5,0.326424870466321,19.0,74.12,0.32,11.249999999999998,27.0,72,130,2025-26,22_386_shc_2025-26.526,386,22
Godhi Khurd,Raigarh,Chhattisgarh,263.424,18.511360000000003,163.52,6.3,0.419689119170984,12.0,16.68,0.01,12.5,27.0,72,130,2025-26,22_386_shc_2025-26.527,386,22
Kamarga,Raigarh,Chhattisgarh,288.512,6.8096,197.44479999999996,6.5,0.637305699481865,16.0,20.13,0.42,36.25,27.0,72,130,2025-26,22_386_shc_2025-26.104,386,22
Kesharchunwa,Raigarh,Chhattisgarh,188.16,23.376640000000002,161.28,6.9,0.171874999999999,14.0,35.63,15.2,12.5,27.0,72,130,2025-26,22_386_shc_2025-26.2902,386,22
Kesharchunwa,Raigarh,Chhattisgarh,213.248,13.968640000000002,134.39999999999998,7.0,0.484374999999999,14.0,30.8,19.47,12.5,27.0,72,130,2025-26,22_386_shc_2025-26.3001,386,22
Kesharchunwa,Raigarh,Chhattisgarh,238.33599999999998,23.73504,143.35999999999999,6.5,0.546874999999999,14.0,39.49,35.2,12.5,27.0,72,130,2025-26,22_386_shc_2025-26.3005,386,22
Khardgaon,Raigarh,Chhattisgarh,301.056,11.1104,117.6,6.3,0.421875,14.0,28.11,0.25,11.249999999999998,27.0,72,130,2025-26,22_386_shc_2025-26.184,386,22
Khardgaon,Raigarh,Chhattisgarh,263.424,10.393600000000001,161.27999999999997,6.5,0.510309278350514,19.0,31.15,1.15,11.249999999999998,27.0,72,130,2025-26,22_386_shc_2025-26.309,386,22
Khardgaon,Raigarh,Chhattisgarh,263.424,8.780800000000001,145.6,7.1,0.593749999999999,14.0,41.52,1.52,6.25,27.0,72,130,2025-26,22_386_shc_2025-26.1440,386,22
Khardgaon,Raigarh,Chhattisgarh,288.512,10.304,178.07999999999998,7.3,0.5625,12.0,30.23,0.23,7.500000000000001,27.0,72,130,2025-26,22_386_shc_2025-26.1451,386,22
Khokhro Ama,Raigarh,Chhattisgarh,326.144,12.096000000000002,154.56,7.4,0.5625,18.0,61.12,0.14,11.25,27.0,72,130,2025-26,22_386_shc_2025-26.121,386,22
Khokhro Ama,Raigarh,Chhattisgarh,263.424,6.3616,185.91999999999996,6.8,0.781249999999999,12.0,44.55,0.22,13.750000000000002,27.0,72,130,2025-26,22_386_shc_2025-26.3457,386,22
Pandripani,Raigarh,Chhattisgarh,301.056,5.1968,176.96,5.8,0.652849740932642,17.0,32.89,0.89,13.750000000000002,27.0,72,130,2025-26,22_386_shc_2025-26.1306,386,22
Pandripani,Raigarh,Chhattisgarh,250.88,5.2864,134.39999999999998,5.3,0.60621761658031,19.0,33.44,0.44,8.75,27.0,72,130,2025-26,22_386_shc_2025-26.1371,386,22
Pandripani,Raigarh,Chhattisgarh,238.33599999999998,7.7056,179.2,7.0,0.404145077720207,12.0,33.44,0.44,7.5,27.0,72,130,2025-26,22_386_shc_2025-26.3565,386,22
Pandripani,Raigarh,Chhattisgarh,288.512,15.1424,190.39999999999998,7.4,0.450777202072539,16.0,11.16,1.16,15.000000000000002,27.0,72,130,2025-26,22_386_shc_2025-26.4283,386,22
Pandripani,Raigarh,Chhattisgarh,263.424,11.8272,162.39999999999998,6.0,0.575129533678756,18.0,61.16,1.16,5.0,27.0,72,130,2025-26,22_386_shc_2025-26.4284,386,22
Pandripani,Raigarh,Chhattisgarh,288.512,7.168,162.39999999999998,6.1,0.49740932642487,13.0,18.34,0.12,12.5,27.0,72,130,2025-26,22_386_shc_2025-26.4285,386,22
Pandripani,Raigarh,Chhattisgarh,250.88,7.0784,156.79999999999998,6.3,0.575129533678756,17.0,75.31,0.3,11.25,27.0,72,130,2025-26,22_386_shc_2025-26.4286,386,22
Pandripani,Raigarh,Chhattisgarh,213.248,6.272000000000001,146.72,7.3,0.49740932642487,15.0,20.39,0.39,12.5,27.0,72,130,2025-26,22_386_shc_2025-26.4288,386,22
Pandripani,Raigarh,Chhattisgarh,263.424,7.2576,209.43999999999997,6.1,0.481865284974093,14.0,41.1,0.5,3.75,27.0,72,130,2025-26,22_386_shc_2025-26.4291,386,22
Pandripani,Raigarh,Chhattisgarh,313.6,8.243200000000002,147.83999999999997,6.0,0.404145077720207,16.0,44.55,0.22,7.5,27.0,72,130,2025-26,22_386_shc_2025-26.4294,386,22
Pandripani,Raigarh,Chhattisgarh,313.6,10.214400000000001,148.95999999999998,6.0,0.575129533678756,11.0,16.34,0.2,6.250000000000002,27.0,72,130,2025-26,22_386_shc_2025-26.4295,386,22
Ranbhatha,Raigarh,Chhattisgarh,288.512,11.737600000000002,181.43999999999997,6.7,0.484374999999999,11.0,30.93,0.93,12.5,27.0,72,130,2025-26,22_386_shc_2025-26.704,386,22
Ranbhatha,Raigarh,Chhattisgarh,301.056,5.9136,190.39999999999998,7.1,0.421875,14.0,31.35,1.35,16.25,27.0,72,130,2025-26,22_386_shc_2025-26.1561,386,22
Riyapali,Raigarh,Chhattisgarh,263.424,5.824000000000002,200.47999999999996,7.1,0.417525773195875,16.0,11.16,1.16,8.75,27.0,72,130,2025-26,22_386_shc_2025-26.685,386,22
Riyapali,Raigarh,Chhattisgarh,288.512,6.3616,127.67999999999998,6.8,0.603092783505154,13.0,16.68,0.01,11.249999999999998,27.0,72,130,2025-26,22_386_shc_2025-26.690,386,22
Rumkera,Raigarh,Chhattisgarh,238.34,5.56,182.56,6.5,0.58,19.0,30.83,0.83,11.25,27.0,72,130,2025-26,22_386_shc_2025-26.3318,386,22
Teram,Raigarh,Chhattisgarh,250.88,7.320320000000001,166.88,6.6,0.609374999999999,13.0,74.73,0.02,6.25,27.0,72,130,2025-26,22_386_shc_2025-26.1133,386,22
Bhainsa,Raipur,Chhattisgarh,112.89,7.17,125.44,6.9,0.33,1.0,16.19,0.84,20.0,27.0,72,130,2025-26,22_387_shc_2025-26.1120,387,22
Bhainsa,Raipur,Chhattisgarh,238.36,10.54,157.92,7.2,0.21,1.0,13.22,0.81,25.0,27.0,72,130,2025-26,22_387_shc_2025-26.1128,387,22
Bhainsa,Raipur,Chhattisgarh,175.62,16.12,368.48,7.4,0.24,1.0,20.29,0.95,13.75,27.0,72,130,2025-26,22_387_shc_2025-26.1129,387,22
Bhainsa,Raipur,Chhattisgarh,163.07,19.01,232.96,7.6,0.39,1.0,14.22,0.96,21.25,27.0,72,130,2025-26,22_387_shc_2025-26.1130,387,22
Bhainsa,Raipur,Chhattisgarh,238.36,20.6,381.16,7.2,0.41,1.0,12.32,0.94,17.5,27.0,72,130,2025-26,22_387_shc_2025-26.1132,387,22
Bhainsa,Raipur,Chhattisgarh,150.53,14.23,301.18,7.3,0.41,1.0,10.11,0.96,15.0,27.0,72,130,2025-26,22_387_shc_2025-26.1133,387,22
Bhainsa,Raipur,Chhattisgarh,238.33,18.81,336.9,7.3,0.39,1.0,22.09,0.94,13.75,27.0,72,130,2025-26,22_387_shc_2025-26.1134,387,22
Bhainsa,Raipur,Chhattisgarh,150.53,12.54,365.12,7.2,0.23,1.0,9.97,0.66,15.0,27.0,72,130,2025-26,22_387_shc_2025-26.1389,387,22
